,element,fixture,opponent_team,total_points,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,position,was_home,was_home_True,opponent_difficulty,form
168,33,41,1,1,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,17.2,5.6,0.0,2.3,1,0.00,0.02,0.02,2.56,48,-34597,220657,3966,38563,Defender,0,0,2,0.75
171,37,41,1,1,2022-08-31T18:30:00Z,2,1,5,72,0,0,0,1,0,0,0,1,0,0,0,3,0.6,0.8,0.0,0.1,1,0.00,0.01,0.01,2.39,54,-17185,101867,1061,18246,Midfielder,0,0,2,1.75
172,39,41,1,1,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,17,35.8,0.2,0.0,3.6,1,0.00,0.00,0.00,2.56,44,-90304,347676,1420,91724,Defender,0,0,2,0.75
173,40,41,1,2,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,6,7.4,2.4,0.0,1.0,1,0.00,0.01,0.01,2.56,74,-73732,322483,12526,86258,Forward,0,0,2,5.0
174,42,41,1,2,2022-08-31T18:30:00Z,2,1,5,72,0,0,0,1,0,0,0,0,0,0,0,3,6.8,2.8,23.0,3.3,1,0.20,0.01,0.21,2.39,60,-11246,46974,1590,12836,Midfielder,0,0,2,3.0
175,43,41,1,1,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,12.6,16.4,4.0,3.3,1,0.00,0.04,0.04,2.56,48,-121549,750113,8796,130345,Defender,0,0,2,1.25
176,44,41,1,0,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,6,13.6,0.8,2.0,1.6,1,0.00,0.00,0.00,2.56,44,-1855,23519,785,2640,Defender,0,0,2,1.25
177,46,41,1,7,2022-08-31T18:30:00Z,2,1,5,17,1,0,0,1,0,0,0,0,0,0,1,21,33.6,0.2,7.0,4.1,0,0.02,0.00,0.02,0.17,48,-2648,33371,1568,4216,Midfielder,0,0,2,1.0
178,47,41,1,1,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,10,20.0,23.6,0.0,4.4,1,0.00,0.11,0.11,2.56,53,-18904,97152,1343,20247,Midfielder,0,0,2,1.25
180,53,41,1,2,2022-08-31T18:30:00Z,2,1,5,82,0,0,0,2,0,0,0,0,0,0,0,8,18.6,1.3,0.0,2.0,1,0.00,0.01,0.01,2.48,50,-1856,16000,722,2578,Midfielder,0,0,2,1.75
182,18,41,2,2,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,10.8,6.2,0.0,1.7,1,0.00,0.03,0.03,0.45,44,-418,26009,3244,3662,Midfielder,1,1,4,0.5
185,30,41,1,1,2022-08-31T18:30:00Z,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,2.0,0.2,0,0.00,0.00,0.00,0.08,69,-31233,150158,4285,35518,Forward,0,0,2,2.5
186,3,56,14,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,18,15.2,14.9,46.0,7.6,1,0.16,0.13,0.29,1.55,50,8776,308627,50721,41945,Midfielder,0,0,4,4.8
189,7,56,14,2,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,9,7.0,46.8,14.0,6.8,1,0.35,0.34,0.69,1.25,66,-348491,1677063,149913,498404,Midfielder,0,0,4,6.4
191,10,56,14,1,2022-09-04T15:30:00Z,3,1,6,79,0,0,0,3,0,0,0,0,0,0,0,8,8.4,6.4,0.0,1.5,1,0.00,0.10,0.10,1.44,45,23639,557430,60655,37016,Defender,0,0,4,4.4
192,11,56,14,1,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.30,66,-4503,37407,1067,5570,Forward,0,0,4,1.0
193,12,56,14,1,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.8,1.0,0.0,0,0.05,0.01,0.06,0.30,57,-3725,69914,5845,9570,Midfielder,0,0,4,0.6
194,13,56,14,7,2022-09-04T15:30:00Z,3,1,6,90,1,0,0,3,0,0,0,1,0,0,1,20,34.2,18.5,52.0,10.5,1,0.40,0.07,0.47,1.55,78,-123281,1091602,34101,157382,Midfielder,0,0,4,4.2
195,15,56,14,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,3,0,14,25.2,0.0,0.0,2.5,1,0.00,0.00,0.00,1.55,50,-250290,1164227,17642,267932,Goalkeeper,0,0,4,3.4
196,16,56,14,1,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,13,14.0,1.0,10.0,2.5,1,0.02,0.03,0.05,1.55,51,85958,1123841,160863,74905,Defender,0,0,4,5.2
197,19,56,14,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,8,11.4,33.1,53.0,9.8,1,0.10,0.07,0.17,1.55,65,552114,4624595,649197,97083,Midfielder,0,0,4,6.8
199,25,56,14,1,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,4,4.8,1.2,10.0,1.6,0,0.09,0.00,0.09,0.30,57,-518,8672,600,1118,Midfielder,0,0,4,0.0
200,28,56,14,1,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,1,0,0,0,5,11.0,54.7,22.0,8.8,1,0.06,0.35,0.41,1.55,82,-129699,8025951,102712,232411,Forward,0,0,4,6.4
201,313,56,14,1,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,12,2.2,3.2,2.0,0.7,1,0.00,0.04,0.04,1.25,51,-522740,1575523,15109,537849,Defender,0,0,4,3.8
202,18,56,14,2,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,15,7.4,12.4,0.0,2.0,1,0.00,0.02,0.02,1.25,44,4771,33910,8785,4014,Midfielder,0,0,4,0.8
204,327,56,1,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,1,0,0,0,0,0,2,0,13,18.0,10.0,0.0,2.8,1,0.00,0.00,0.00,1.32,49,14332,588903,46137,31805,Goalkeeper,1,1,4,3.8
205,330,56,1,0,2022-09-04T15:30:00Z,3,1,6,10,0,0,0,0,0,0,0,1,0,0,0,0,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.19,47,-4627,44719,934,5561,Defender,1,1,4,-0.2
206,331,56,1,1,2022-09-04T15:30:00Z,3,1,6,23,0,0,0,0,0,0,0,0,0,0,0,7,4.6,14.9,2.0,2.2,0,0.00,0.03,0.03,0.23,52,-4234,49461,2504,6738,Midfielder,1,1,4,0.8
208,333,56,1,7,2022-09-04T15:30:00Z,3,1,6,90,0,1,0,1,0,0,0,0,0,0,2,21,32.6,31.3,21.0,8.5,1,0.25,0.33,0.58,1.32,98,-3279,220295,19266,22545,Midfielder,1,1,4,3.0
210,338,56,1,1,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,1,0,0,0,1,0,0,0,7,16.4,2.2,4.0,2.3,1,0.00,0.01,0.01,1.32,49,32,22654,2785,2753,Midfielder,1,1,4,1.6
211,340,56,1,2,2022-09-04T15:30:00Z,3,1,6,66,0,0,0,1,0,0,0,0,0,0,0,3,2.6,2.5,17.0,2.2,1,0.07,0.03,0.10,1.09,73,124995,682077,168783,43788,Midfielder,1,1,4,5.2
213,342,56,1,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,1,0,0,0,0,0,0,0,12,14.4,15.4,4.0,3.4,1,0.00,0.06,0.06,1.32,44,153344,554731,186715,33371,Defender,1,1,4,4.2
217,504,56,1,2,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,1,0,0,0,0,0,0,0,11,9.0,2.0,0.0,1.1,1,0.00,0.01,0.01,1.32,44,49903,370117,72441,22538,Defender,1,1,4,3.4
218,519,56,1,4,2022-09-04T15:30:00Z,3,1,6,90,0,1,0,1,0,0,0,1,0,0,0,16,26.2,41.1,6.0,7.3,1,0.07,0.38,0.45,1.32,63,-10166,286386,23619,33785,Midfielder,1,1,4,2.4
219,593,56,1,1,2022-09-04T15:30:00Z,3,1,6,10,0,0,0,0,0,0,0,0,0,0,0,3,11.0,0.0,0.0,1.1,0,0.00,0.00,0.00,0.19,50,23523,188067,55662,32139,Midfielder,1,1,4,1.0
220,609,56,1,6,2022-09-04T15:30:00Z,3,1,6,57,1,0,0,0,0,0,0,0,0,0,0,18,38.4,1.6,25.0,6.5,1,0.41,0.01,0.42,0.81,75,93207,106719,104377,11170,Midfielder,1,1,4,0.0
222,3,72,4,5,2022-09-18T11:00:00Z,0,3,8,90,0,1,1,0,0,0,0,1,0,0,0,24,25.0,36.2,3.0,6.4,1,0.04,0.25,0.29,0.53,50,-3612,302039,11300,14912,Midfielder,0,0,4,3.0
224,6,72,4,3,2022-09-18T11:00:00Z,0,3,8,77,0,0,1,0,0,0,0,0,0,0,0,13,10.2,6.9,0.0,1.7,1,0.00,0.04,0.04,0.49,48,-900,26315,54,954,Midfielder,0,0,4,0.75
226,8,72,4,6,2022-09-18T11:00:00Z,0,3,8,90,0,0,1,0,0,0,0,0,0,0,0,27,13.6,14.1,3.0,3.1,1,0.02,0.13,0.15,0.53,48,383,98913,3508,3125,Defender,0,0,4,1.25
227,10,72,4,6,2022-09-18T11:00:00Z,0,3,8,85,0,0,1,0,0,0,0,0,0,0,0,27,16.6,27.6,2.0,4.6,1,0.00,0.06,0.06,0.49,45,-2908,558350,20366,23274,Defender,0,0,4,4.25
228,11,72,4,1,2022-09-18T11:00:00Z,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,2.0,0.3,0,0.00,0.00,0.00,0.04,66,-631,36624,333,964,Forward,0,0,4,1.0
230,13,72,4,9,2022-09-18T11:00:00Z,0,3,8,90,0,2,1,0,0,0,0,0,0,0,0,28,42.6,41.8,33.0,11.7,1,0.23,0.13,0.36,0.53,78,56733,1222425,108114,51381,Midfielder,0,0,4,5.0
231,15,72,4,6,2022-09-18T11:00:00Z,0,3,8,90,0,0,1,0,0,0,0,0,0,2,0,24,17.8,0.0,0.0,1.8,1,0.00,0.00,0.00,0.53,49,-33636,1117890,26476,60112,Goalkeeper,0,0,4,3.0
232,16,72,4,6,2022-09-18T11:00:00Z,0,3,8,90,0,0,1,0,0,0,0,0,0,0,0,27,16.2,1.1,1.0,1.8,1,0.02,0.02,0.04,0.53,51,7928,1177943,47611,39683,Defender,0,0,4,4.75
233,19,72,4,3,2022-09-18T11:00:00Z,0,3,8,77,0,0,1,0,0,0,0,0,0,0,0,7,12.4,24.6,23.0,6.0,1,0.17,0.18,0.35,0.49,65,157832,5066895,207791,49959,Midfielder,0,0,4,5.0
235,25,72,4,10,2022-09-18T11:00:00Z,0,3,8,90,1,0,1,0,0,0,0,0,0,0,2,31,38.0,15.3,7.0,6.0,1,0.05,0.04,0.09,0.53,57,40,9940,334,294,Midfielder,0,0,4,0.25
236,28,72,4,6,2022-09-18T11:00:00Z,0,3,8,90,1,0,1,0,0,0,0,1,0,0,1,30,43.6,4.5,77.0,12.5,1,0.83,0.03,0.86,0.53,81,-339612,7527911,38460,378072,Forward,0,0,4,3.0
238,630,72,4,1,2022-09-18T11:00:00Z,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,Midfielder,0,0,4,0.0
240,80,72,1,2,2022-09-18T11:00:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,0,0,5,9.8,15.9,9.0,3.5,1,0.14,0.05,0.19,1.52,72,8381,2018737,151392,143011,Forward,1,1,3,7.0
241,81,72,1,2,2022-09-18T11:00:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,4,0,17,36.8,0.0,0.0,3.7,1,0.00,0.00,0.00,1.52,45,-17529,655913,38469,55998,Goalkeeper,1,1,3,3.5
242,83,72,1,2,2022-09-18T11:00:00Z,0,3,8,62,0,0,0,3,0,0,0,0,0,0,0,8,0.8,0.5,4.0,0.5,1,0.00,0.00,0.00,1.24,46,-86890,772031,9926,96816,Midfielder,1,1,3,1.25
243,85,72,1,1,2022-09-18T11:00:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,0,0,9,15.2,19.5,2.0,3.7,1,0.00,0.04,0.04,1.52,45,-6006,113218,3514,9520,Defender,1,1,3,1.5
244,86,72,1,2,2022-09-18T11:00:00Z,0,3,8,62,0,0,0,3,0,0,0,0,0,0,0,8,5.4,0.3,0.0,0.6,1,0.00,0.00,0.00,1.24,55,1539,19264,3306,1767,Midfielder,1,1,3,4.25
246,88,72,1,2,2022-09-18T11:00:00Z,0,3,8,68,0,0,0,3,0,0,0,0,0,0,0,11,10.4,19.3,2.0,3.2,1,0.00,0.16,0.16,1.33,51,-5272,316843,17970,23242,Midfielder,1,1,3,2.5
247,89,72,1,1,2022-09-18T11:00:00Z,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.17,54,8780,44245,12738,3958,Midfielder,1,1,3,4.75
250,93,72,1,1,2022-09-18T11:00:00Z,0,3,8,27,0,0,0,0,0,0,0,0,0,0,0,1,0.4,1.3,0.0,0.2,0,0.00,0.00,0.00,0.28,49,-25,3686,63,88,Midfielder,1,1,3,0.5
251,94,72,1,1,2022-09-18T11:00:00Z,0,3,8,21,0,0,0,0,0,0,0,0,0,0,0,7,3.0,14.5,0.0,1.8,0,0.00,0.25,0.25,0.19,45,51,37140,1974,1923,Midfielder,1,1,3,2.0
252,95,72,1,2,2022-09-18T11:00:00Z,0,3,8,75,0,0,0,3,0,0,0,0,0,0,0,3,0.0,1.2,37.0,3.7,1,0.09,0.00,0.09,1.35,60,-12869,188306,7519,20388,Forward,1,1,3,3.5
253,510,72,1,1,2022-09-18T11:00:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,0,0,14,17.6,2.5,0.0,2.0,1,0.00,0.03,0.03,1.52,50,-374,41394,1645,2019,Defender,1,1,3,0.5
254,526,72,1,1,2022-09-18T11:00:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,0,0,9,15.6,0.2,6.0,2.2,1,0.00,0.00,0.00,1.52,45,-9509,296865,9032,18541,Defender,1,1,3,1.25
255,580,72,1,1,2022-09-18T11:00:00Z,0,3,8,27,0,0,0,0,0,0,0,0,0,0,0,5,10.0,17.4,17.0,4.4,0,0.30,0.02,0.32,0.28,53,-296,9359,377,673,Midfielder,1,1,3,0.5
257,18,72,4,1,2022-09-18T11:00:00Z,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.9,0.0,0.3,0,0.00,0.00,0.00,0.04,44,-213,37082,1949,2162,Midfielder,0,0,4,1.25
259,3,81,18,9,2022-10-01T11:30:00Z,3,1,9,90,1,0,0,1,0,0,0,0,0,0,2,29,36.2,20.2,31.0,8.7,1,0.33,0.17,0.50,1.57,51,7375,317511,32640,25265,Midfielder,1,1,4,3.5
261,6,81,18,10,2022-10-01T11:30:00Z,3,1,9,72,1,0,0,1,0,0,0,0,0,0,3,39,53.6,46.4,15.0,11.5,1,0.06,0.07,0.13,1.56,48,-333,26537,1078,1411,Midfielder,1,1,4,1.5
262,7,81,18,2,2022-10-01T11:30:00Z,3,1,9,79,0,0,0,1,0,0,0,0,0,0,0,9,6.8,16.8,18.0,4.2,1,0.11,0.04,0.15,1.57,65,-218167,1615139,46253,264420,Midfielder,1,1,4,1.0
263,8,81,18,1,2022-10-01T11:30:00Z,3,1,9,17,0,0,0,0,0,0,0,0,0,0,0,3,5.8,3.4,7.0,1.6,0,0.02,0.03,0.05,0.01,48,-6885,91146,2327,9212,Defender,1,1,4,3.0
264,10,81,18,5,2022-10-01T11:30:00Z,3,1,9,88,0,1,0,1,0,0,0,0,0,0,0,27,34.8,31.4,3.0,6.9,1,0.02,0.37,0.39,1.57,45,-6394,560494,33022,39416,Defender,1,1,4,3.5
265,11,81,18,1,2022-10-01T11:30:00Z,3,1,9,10,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,2.0,0.3,0,0.00,0.02,0.02,0.00,66,-1040,36648,879,1919,Forward,1,1,4,1.0
267,13,81,18,2,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,0,0,17,21.2,69.0,34.0,12.4,1,0.27,0.20,0.47,1.57,78,21882,1222918,96664,74782,Midfielder,1,1,4,8.0
268,15,81,18,2,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,2,0,12,19.2,0.0,0.0,1.9,1,0.00,0.00,0.00,1.57,49,-32360,1109375,39331,71691,Goalkeeper,1,1,4,4.0
269,16,81,18,2,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,0,0,11,10.6,3.4,2.0,1.6,1,0.00,0.02,0.02,1.57,51,-32504,1140828,43054,75558,Defender,1,1,4,3.5
270,19,81,18,4,2022-10-01T11:30:00Z,3,1,9,90,0,1,0,1,0,0,0,1,0,0,0,21,26.4,27.2,48.0,10.2,1,0.12,0.12,0.24,1.57,66,-63323,4946404,159344,222667,Midfielder,1,1,4,2.5
272,25,81,18,1,2022-10-01T11:30:00Z,3,1,9,10,0,0,0,0,0,0,0,0,0,0,0,3,5.8,15.0,18.0,3.9,0,0.08,0.10,0.18,0.00,57,6740,18275,8248,1508,Midfielder,1,1,4,5.5
273,28,81,18,8,2022-10-01T11:30:00Z,3,1,9,79,1,0,0,1,0,0,0,0,0,0,2,29,46.2,12.9,89.0,14.8,1,1.42,0.03,1.45,1.57,80,-429297,7253158,67507,496804,Forward,1,1,4,3.5
274,313,81,18,2,2022-10-01T11:30:00Z,3,1,9,72,0,0,0,1,0,0,0,0,0,0,0,15,12.2,11.6,3.0,2.7,1,0.01,0.10,0.11,1.56,51,-282222,1272059,4079,286301,Defender,1,1,4,0.5
276,18,81,18,1,2022-10-01T11:30:00Z,3,1,9,17,0,0,0,0,0,0,0,0,0,0,0,3,1.6,3.5,0.0,0.5,0,0.00,0.02,0.02,0.01,44,-404,36364,2701,3105,Midfielder,1,1,4,1.5
278,425,81,1,3,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,3,0,0,0,0,0,6,0,19,37.0,0.0,0.0,3.7,1,0.00,0.00,0.00,2.38,55,-68186,485701,8010,76196,Goalkeeper,0,0,3,2.0
280,427,81,1,6,2022-10-01T11:30:00Z,3,1,9,90,1,0,0,3,0,0,0,0,0,0,0,26,36.2,1.2,42.0,7.9,1,0.91,0.02,0.93,2.38,114,29341,2011573,155072,125731,Forward,0,0,3,9.5
281,428,81,1,2,2022-10-01T11:30:00Z,3,1,9,71,0,0,0,3,0,0,0,0,0,0,0,9,4.2,14.9,0.0,1.9,1,0.00,0.06,0.06,2.20,117,152184,1189387,253350,101166,Midfielder,0,0,3,10.5
282,430,81,1,0,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,3,0,0,0,1,0,0,0,14,18.2,20.4,2.0,4.1,1,0.00,0.01,0.01,2.38,51,66674,722804,113432,46758,Defender,0,0,3,4.5
283,433,81,1,2,2022-10-01T11:30:00Z,3,1,9,74,0,0,0,3,0,0,0,0,0,0,0,11,11.0,1.3,9.0,2.1,1,0.12,0.00,0.12,2.25,55,32795,320788,61191,28396,Midfielder,0,0,3,7.0
284,435,81,1,1,2022-10-01T11:30:00Z,3,1,9,19,0,0,0,0,0,0,0,0,0,0,0,4,6.0,0.0,0.0,0.6,0,0.00,0.00,0.00,0.18,44,-6667,86608,1475,8142,Defender,0,0,3,0.0
286,441,81,1,1,2022-10-01T11:30:00Z,3,1,9,15,0,0,0,0,0,0,0,0,0,0,0,7,5.2,0.0,0.0,0.5,0,0.00,0.00,0.00,0.13,44,-110,12359,736,846,Midfielder,0,0,3,0.0
287,443,81,1,1,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,3,0,0,0,0,0,0,0,8,15.0,0.4,2.0,1.7,1,0.00,0.01,0.01,2.38,49,-2272,137981,6042,8314,Defender,0,0,3,1.0
289,448,81,1,1,2022-10-01T11:30:00Z,3,1,9,70,0,0,0,3,0,0,0,0,0,0,0,5,3.4,14.7,4.0,2.2,1,0.09,0.12,0.21,2.20,56,-156410,2742480,79156,235566,Defender,0,0,3,1.5
291,454,81,1,5,2022-10-01T11:30:00Z,3,1,9,70,0,1,0,3,0,0,0,0,0,0,0,10,9.2,14.1,25.0,4.8,1,0.45,0.02,0.47,2.20,85,211,96928,13764,13553,Forward,0,0,3,3.0
292,513,81,1,1,2022-10-01T11:30:00Z,3,1,9,70,0,0,0,3,0,0,0,0,0,0,0,8,4.6,0.2,0.0,0.5,1,0.00,0.00,0.00,2.20,48,-236,29857,1348,1584,Defender,0,0,3,1.5
293,3,91,12,2,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,8,16.6,7.3,18.0,4.2,1,0.08,0.25,0.33,1.13,51,63525,390185,83754,20229,Midfielder,1,1,4,7.0
295,6,91,12,2,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,17,21.2,13.6,0.0,3.5,1,0.00,0.05,0.05,1.13,48,15410,45510,17732,2322,Midfielder,1,1,4,6.5
296,7,91,12,4,2022-10-09T15:30:00Z,3,2,10,81,0,1,0,2,0,0,0,1,0,0,0,16,21.6,19.2,41.0,8.2,1,0.26,0.47,0.73,1.01,64,-138956,1488945,34105,173061,Midfielder,1,1,4,1.0
297,8,91,12,1,2022-10-09T15:30:00Z,3,2,10,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.6,0.0,0.1,0,0.00,0.00,0.00,0.12,48,-1607,91159,3571,5178,Defender,1,1,4,3.5
298,10,91,12,1,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,7,8.2,1.8,6.0,1.6,1,0.00,0.01,0.01,1.13,45,37470,605532,67742,30272,Defender,1,1,4,5.5
299,11,91,12,1,2022-10-09T15:30:00Z,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,66,-824,36582,1364,2188,Forward,1,1,4,1.0
301,13,91,12,15,2022-10-09T15:30:00Z,3,2,10,90,2,0,0,2,0,0,0,0,0,0,3,44,70.8,3.7,97.0,17.2,1,2.04,0.02,2.06,1.01,78,-84324,1146083,43669,127993,Midfielder,1,1,4,5.5
302,15,91,12,1,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,2,0,15,12.6,0.0,0.0,1.3,1,0.00,0.00,0.00,1.13,49,-21961,1098374,36722,58683,Goalkeeper,1,1,4,4.0
303,16,91,12,1,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,16,22.6,0.8,0.0,2.3,1,0.00,0.01,0.01,1.13,51,-40708,1108166,39234,79942,Defender,1,1,4,4.0
304,19,91,12,12,2022-10-09T15:30:00Z,3,2,10,90,1,1,0,2,0,0,0,0,0,0,2,36,51.2,25.2,43.0,11.9,1,0.50,0.65,1.15,1.13,66,-153378,4811880,114388,267766,Midfielder,1,1,4,3.5
306,25,91,12,1,2022-10-09T15:30:00Z,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.5,0.0,0.5,0,0.00,0.00,0.00,0.12,57,-788,17846,2733,3521,Midfielder,1,1,4,5.5
307,28,91,12,5,2022-10-09T15:30:00Z,3,2,10,90,0,1,0,2,0,0,0,0,0,0,0,12,7.4,2.6,52.0,6.2,1,0.29,0.06,0.35,1.01,80,-21252,7286361,169445,190697,Forward,1,1,4,7.0
313,275,91,1,2,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,3,0,0,0,0,0,0,0,11,15.2,14.3,10.0,4.0,1,0.07,0.04,0.11,3.09,53,-482,56416,1693,2175,Midfielder,0,0,4,1.0
314,276,91,1,1,2022-10-09T15:30:00Z,3,2,10,68,0,0,0,2,0,0,0,0,0,0,0,16,11.8,0.9,0.0,1.3,1,0.00,0.01,0.01,1.88,59,-2953,99751,4015,6968,Defender,0,0,4,1.0
315,277,91,1,2,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,3,0,0,0,0,0,0,0,3,1.8,2.8,0.0,0.5,1,0.00,0.02,0.02,3.09,52,2420,83238,11866,9446,Midfielder,0,0,4,2.0
317,279,91,1,6,2022-10-09T15:30:00Z,3,2,10,48,1,0,0,2,0,0,0,0,0,0,1,28,36.6,6.9,17.0,6.1,0,0.34,0.04,0.38,2.60,79,153651,465848,182476,28825,Forward,0,0,4,12.0
318,280,91,1,1,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,3,0,0,0,0,0,0,0,13,22.0,1.8,4.0,2.8,1,0.01,0.01,0.02,3.09,64,-102496,1331966,18362,120858,Defender,0,0,4,1.0
319,281,91,1,2,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,3,0,0,0,0,0,4,0,21,36.2,0.1,0.0,3.6,1,0.00,0.00,0.00,3.09,54,-105280,1438231,15811,121091,Goalkeeper,0,0,4,2.0
320,282,91,1,1,2022-10-09T15:30:00Z,3,2,10,21,0,0,0,1,0,0,0,0,0,0,0,1,0.8,1.2,0.0,0.2,0,0.00,0.00,0.00,1.21,54,-3700,103266,4465,8165,Midfielder,0,0,4,2.0
321,283,91,1,2,2022-10-09T15:30:00Z,3,2,10,68,0,0,0,2,0,0,0,0,0,0,0,5,1.8,12.0,4.0,1.8,1,0.06,0.02,0.08,1.88,127,-717057,3017511,19774,736831,Midfielder,0,0,4,5.0
323,285,91,1,0,2022-10-09T15:30:00Z,3,2,10,45,0,0,0,2,0,0,0,0,0,0,0,4,3.2,14.5,0.0,1.8,1,0.00,0.02,0.02,1.39,73,-729789,3028227,20455,750244,Defender,0,0,4,0.0
324,286,91,1,0,2022-10-09T15:30:00Z,3,2,10,45,0,0,0,1,0,0,0,1,0,0,0,5,12.6,1.1,0.0,1.4,0,0.00,0.00,0.00,1.71,45,-10035,83744,3517,13552,Defender,0,0,4,0.0
325,288,91,1,5,2022-10-09T15:30:00Z,3,2,10,80,0,1,0,3,0,0,0,0,0,0,0,15,25.8,14.9,6.0,4.7,1,0.00,0.20,0.20,3.09,89,-647,44517,5404,6051,Forward,0,0,4,1.0
326,290,91,1,1,2022-10-09T15:30:00Z,3,2,10,21,0,0,0,1,0,0,0,0,0,0,0,2,0.8,0.5,0.0,0.1,0,0.00,0.00,0.00,1.21,48,1137,21965,1837,700,Defender,0,0,4,0.0
328,292,91,1,1,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,3,0,0,0,0,0,0,0,12,7.6,4.0,8.0,2.0,1,0.00,0.01,0.01,3.09,45,-2644,61040,9305,11949,Defender,0,0,4,0.0
329,293,91,1,3,2022-10-09T15:30:00Z,3,2,10,41,0,1,0,1,0,0,0,1,0,0,0,7,12.4,11.2,4.0,2.8,1,0.00,0.32,0.32,0.50,81,-363961,2460893,71616,435577,Midfielder,0,0,4,4.0
330,294,91,1,1,2022-10-09T15:30:00Z,3,2,10,9,0,0,0,0,0,0,0,0,0,0,0,3,2.8,1.0,10.0,1.4,0,0.05,0.03,0.08,0.00,50,-19363,103590,3809,23172,Midfielder,0,0,4,1.0
